id,day,is_main,procedure_title,class,vals,vote_cons_id,label
117283,2020-09-17T14:54:34Z,1,"Resolution on COVID-19: EU coordination of health assessments and risk classification, and the consequences for Schengen and the single market",abstention,41,177,117283_2020-09-17 14:54:34
117283,2020-09-17T14:54:34Z,1,"Resolution on COVID-19: EU coordination of health assessments and risk classification, and the consequences for Schengen and the single market",no_vote,-19,177,117283_2020-09-17 14:54:34
117284,2020-09-17T14:54:34Z,1,Resolution on the European Year of Greener Cities 2022,yes,593,178,117284_2020-09-17 14:54:34
117284,2020-09-17T14:54:34Z,1,Resolution on the European Year of Greener Cities 2022,no,80,178,117284_2020-09-17 14:54:34
117284,2020-09-17T14:54:34Z,1,Resolution on the European Year of Greener Cities 2022,abstention,13,178,117284_2020-09-17 14:54:34
117284,2020-09-17T14:54:34Z,1,Resolution on the European Year of Greener Cities 2022,no_vote,-19,178,117284_2020-09-17 14:54:34
118191,2020-10-07T13:23:55Z,1,"The Establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights",yes,521,179,118191_2020-10-07 13:23:55
118191,2020-10-07T13:23:55Z,1,"The Establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights",no,152,179,118191_2020-10-07 13:23:55
118191,2020-10-07T13:23:55Z,1,"The Establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights",abstention,21,179,118191_2020-10-07 13:23:55
118191,2020-10-07T13:23:55Z,1,"The Establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights",no_vote,-10,179,118191_2020-10-07 13:23:55
118192,2020-10-07T13:23:55Z,1,Implementation of the common commercial policy – annual report 2018,yes,431,180,118192_2020-10-07 13:23:55
118192,2020-10-07T13:23:55Z,1,Implementation of the common commercial policy – annual report 2018,no,140,180,118192_2020-10-07 13:23:55
118192,2020-10-07T13:23:55Z,1,Implementation of the common commercial policy – annual report 2018,abstention,124,180,118192_2020-10-07 13:23:55
118192,2020-10-07T13:23:55Z,1,Implementation of the common commercial policy – annual report 2018,no_vote,-9,180,118192_2020-10-07 13:23:55
118521,2020-10-07T20:01:49Z,1,European Climate Law,yes,392,181,118521_2020-10-07 20:01:49
118521,2020-10-07T20:01:49Z,1,European Climate Law,no,161,181,118521_2020-10-07 20:01:49
118521,2020-10-07T20:01:49Z,1,European Climate Law,abstention,142,181,118521_2020-10-07 20:01:49
118521,2020-10-07T20:01:49Z,1,European Climate Law,no_vote,-9,181,118521_2020-10-07 20:01:49
118523,2020-10-07T20:01:49Z,1,Equivalence of field inspections carried out on cereal seed-producing crops and equivalence of cereal seed produced in Ukraine,yes,491,182,118523_2020-10-07 20:01:49
118523,2020-10-07T20:01:49Z,1,Equivalence of field inspections carried out on cereal seed-producing crops and equivalence of cereal seed produced in Ukraine,no,159,182,118523_2020-10-07 20:01:49
118523,2020-10-07T20:01:49Z,1,Equivalence of field inspections carried out on cereal seed-producing crops and equivalence of cereal seed produced in Ukraine,abstention,47,182,118523_2020-10-07 20:01:49
118523,2020-10-07T20:01:49Z,1,Equivalence of field inspections carried out on cereal seed-producing crops and equivalence of cereal seed produced in Ukraine,no_vote,-7,182,118523_2020-10-07 20:01:49
118524,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending the Annex to Regulation (EU) No 231/2012 laying down specifications for food additives listed in Annexes II and III to Regulation (EC) No 1333/2008 as regards specifications for titanium dioxide (E 171),yes,443,183,118524_2020-10-07 20:01:49
118524,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending the Annex to Regulation (EU) No 231/2012 laying down specifications for food additives listed in Annexes II and III to Regulation (EC) No 1333/2008 as regards specifications for titanium dioxide (E 171),no,118,183,118524_2020-10-07 20:01:49
118524,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending the Annex to Regulation (EU) No 231/2012 laying down specifications for food additives listed in Annexes II and III to Regulation (EC) No 1333/2008 as regards specifications for titanium dioxide (E 171),abstention,135,183,118524_2020-10-07 20:01:49
118524,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending the Annex to Regulation (EU) No 231/2012 laying down specifications for food additives listed in Annexes II and III to Regulation (EC) No 1333/2008 as regards specifications for titanium dioxide (E 171),no_vote,-8,183,118524_2020-10-07 20:01:49
118525,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending Regulation (EC) No 1881/2006 as regards maximum levels of acrylamide in certain foodstuffs for infants and young children,yes,469,184,118525_2020-10-07 20:01:49
118525,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending Regulation (EC) No 1881/2006 as regards maximum levels of acrylamide in certain foodstuffs for infants and young children,no,137,184,118525_2020-10-07 20:01:49
118525,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending Regulation (EC) No 1881/2006 as regards maximum levels of acrylamide in certain foodstuffs for infants and young children,abstention,90,184,118525_2020-10-07 20:01:49
118525,2020-10-07T20:01:49Z,1,Resolution on the draft Commission regulation amending Regulation (EC) No 1881/2006 as regards maximum levels of acrylamide in certain foodstuffs for infants and young children,no_vote,-8,184,118525_2020-10-07 20:01:49
118526,2020-10-07T20:01:49Z,1,The European Forest Strategy - The Way Forward,yes,462,185,118526_2020-10-07 20:01:49
118526,2020-10-07T20:01:49Z,1,The European Forest Strategy - The Way Forward,no,176,185,118526_2020-10-07 20:01:49
118526,2020-10-07T20:01:49Z,1,The European Forest Strategy - The Way Forward,abstention,59,185,118526_2020-10-07 20:01:49
118526,2020-10-07T20:01:49Z,1,The European Forest Strategy - The Way Forward,no_vote,-7,185,118526_2020-10-07 20:01:49
118582,2020-10-08T11:33:20Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,yes,87,186,118582_2020-10-08 11:33:20
118582,2020-10-08T11:33:20Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,no,581,186,118582_2020-10-08 11:33:20
118582,2020-10-08T11:33:20Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,abstention,25,186,118582_2020-10-08 11:33:20
118582,2020-10-08T11:33:20Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,no_vote,-12,186,118582_2020-10-08 11:33:20
118624,2020-10-08T15:53:46Z,1,Application of railway safety and interoperability rules within the Channel Fixed Link,yes,687,187,118624_2020-10-08 15:53:46
118624,2020-10-08T15:53:46Z,1,Application of railway safety and interoperability rules within the Channel Fixed Link,no,4,187,118624_2020-10-08 15:53:46
118624,2020-10-08T15:53:46Z,1,Application of railway safety and interoperability rules within the Channel Fixed Link,abstention,4,187,118624_2020-10-08 15:53:46
118624,2020-10-08T15:53:46Z,1,Application of railway safety and interoperability rules within the Channel Fixed Link,no_vote,-10,187,118624_2020-10-08 15:53:46
118625,2020-10-08T15:53:46Z,1,Empowering France to negotiate an agreement supplementing its existing bilateral Treaty with the United Kingdom concerning the construction and operation by private concessionaires of a Channel Fixed Link,yes,687,188,118625_2020-10-08 15:53:46
118625,2020-10-08T15:53:46Z,1,Empowering France to negotiate an agreement supplementing its existing bilateral Treaty with the United Kingdom concerning the construction and operation by private concessionaires of a Channel Fixed Link,no,3,188,118625_2020-10-08 15:53:46
118625,2020-10-08T15:53:46Z,1,Empowering France to negotiate an agreement supplementing its existing bilateral Treaty with the United Kingdom concerning the construction and operation by private concessionaires of a Channel Fixed Link,abstention,4,188,118625_2020-10-08 15:53:46
118625,2020-10-08T15:53:46Z,1,Empowering France to negotiate an agreement supplementing its existing bilateral Treaty with the United Kingdom concerning the construction and operation by private concessionaires of a Channel Fixed Link,no_vote,-11,188,118625_2020-10-08 15:53:46
118626,2020-10-08T15:53:46Z,1,Organic production: date of application and certain other dates,yes,683,189,118626_2020-10-08 15:53:46
118626,2020-10-08T15:53:46Z,1,Organic production: date of application and certain other dates,no,3,189,118626_2020-10-08 15:53:46
118626,2020-10-08T15:53:46Z,1,Organic production: date of application and certain other dates,abstention,8,189,118626_2020-10-08 15:53:46
118626,2020-10-08T15:53:46Z,1,Organic production: date of application and certain other dates,no_vote,-11,189,118626_2020-10-08 15:53:46
118627,2020-10-08T15:53:46Z,1,Resolution on the rule of law and fundamental rights in Bulgaria,yes,358,190,118627_2020-10-08 15:53:46
118627,2020-10-08T15:53:46Z,1,Resolution on the rule of law and fundamental rights in Bulgaria,no,277,190,118627_2020-10-08 15:53:46
118627,2020-10-08T15:53:46Z,1,Resolution on the rule of law and fundamental rights in Bulgaria,abstention,56,190,118627_2020-10-08 15:53:46
118627,2020-10-08T15:53:46Z,1,Resolution on the rule of law and fundamental rights in Bulgaria,no_vote,-14,190,118627_2020-10-08 15:53:46
118628,2020-10-08T15:53:46Z,1,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets",yes,542,191,118628_2020-10-08 15:53:46
118628,2020-10-08T15:53:46Z,1,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets",no,63,191,118628_2020-10-08 15:53:46
118628,2020-10-08T15:53:46Z,1,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets",abstention,89,191,118628_2020-10-08 15:53:46
118628,2020-10-08T15:53:46Z,1,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets",no_vote,-11,191,118628_2020-10-08 15:53:46
118629,2020-10-08T15:53:46Z,1,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation",yes,417,192,118629_2020-10-08 15:53:46
118629,2020-10-08T15:53:46Z,1,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation",no,205,192,118629_2020-10-08 15:53:46
118629,2020-10-08T15:53:46Z,1,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation",abstention,72,192,118629_2020-10-08 15:53:46
118629,2020-10-08T15:53:46Z,1,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation",no_vote,-11,192,118629_2020-10-08 15:53:46
118630,2020-10-08T15:53:46Z,1,Resolution on the Youth Guarantee,yes,574,193,118630_2020-10-08 15:53:46
118630,2020-10-08T15:53:46Z,1,Resolution on the Youth Guarantee,no,77,193,118630_2020-10-08 15:53:46
118630,2020-10-08T15:53:46Z,1,Resolution on the Youth Guarantee,abstention,43,193,118630_2020-10-08 15:53:46
118630,2020-10-08T15:53:46Z,1,Resolution on the Youth Guarantee,no_vote,-11,193,118630_2020-10-08 15:53:46
118631,2020-10-08T15:53:46Z,1,"Resolution on Eritrea, notably the case of Dawit Isaak",yes,663,194,118631_2020-10-08 15:53:46
118631,2020-10-08T15:53:46Z,1,"Resolution on Eritrea, notably the case of Dawit Isaak",no,19,194,118631_2020-10-08 15:53:46
118631,2020-10-08T15:53:46Z,1,"Resolution on Eritrea, notably the case of Dawit Isaak",abstention,13,194,118631_2020-10-08 15:53:46
118631,2020-10-08T15:53:46Z,1,"Resolution on Eritrea, notably the case of Dawit Isaak",no_vote,-10,194,118631_2020-10-08 15:53:46
118632,2020-10-08T15:53:46Z,1,Resolution on the ‘Foreign Agents’ Law in Nicaragua,yes,609,195,118632_2020-10-08 15:53:46
118632,2020-10-08T15:53:46Z,1,Resolution on the ‘Foreign Agents’ Law in Nicaragua,no,21,195,118632_2020-10-08 15:53:46
118632,2020-10-08T15:53:46Z,1,Resolution on the ‘Foreign Agents’ Law in Nicaragua,abstention,64,195,118632_2020-10-08 15:53:46
118632,2020-10-08T15:53:46Z,1,Resolution on the ‘Foreign Agents’ Law in Nicaragua,no_vote,-11,195,118632_2020-10-08 15:53:46
118633,2020-10-08T15:53:46Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,yes,413,196,118633_2020-10-08 15:53:46
118633,2020-10-08T15:53:46Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,no,49,196,118633_2020-10-08 15:53:46
118633,2020-10-08T15:53:46Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,abstention,233,196,118633_2020-10-08 15:53:46
118633,2020-10-08T15:53:46Z,1,Resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia,no_vote,-10,196,118633_2020-10-08 15:53:46
121819,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Economic and Social Committee",yes,602,197,121819_2020-10-20 17:08:27
121819,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Economic and Social Committee",no,7,197,121819_2020-10-20 17:08:27
121819,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Economic and Social Committee",abstention,85,197,121819_2020-10-20 17:08:27
121819,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Economic and Social Committee",no_vote,-9,197,121819_2020-10-20 17:08:27
121820,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Council and Council",yes,653,198,121820_2020-10-20 17:08:27
121820,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Council and Council",no,30,198,121820_2020-10-20 17:08:27
121820,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Council and Council",abstention,12,198,121820_2020-10-20 17:08:27
121820,2020-10-20T17:08:27Z,1,"2018 discharge: EU general budget, European Council and Council",no_vote,-8,198,121820_2020-10-20 17:08:27
121822,2020-10-20T22:19:11Z,1,Digital Services Act: Improving the functioning of the Single Market,yes,571,199,121822_2020-10-20 22:19:11
121822,2020-10-20T22:19:11Z,1,Digital Services Act: Improving the functioning of the Single Market,no,26,199,121822_2020-10-20 22:19:11
121822,2020-10-20T22:19:11Z,1,Digital Services Act: Improving the functioning of the Single Market,abstention,94,199,121822_2020-10-20 22:19:11
121822,2020-10-20T22:19:11Z,1,Digital Services Act: Improving the functioning of the Single Market,no_vote,-12,199,121822_2020-10-20 22:19:11
121828,2020-10-20T22:19:11Z,1,Recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy concerning the Implementation and governance of Permanent Structured Cooperation (PESCO),yes,464,200,121828_2020-10-20 22:19:11
121828,2020-10-20T22:19:11Z,1,Recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy concerning the Implementation and governance of Permanent Structured Cooperation (PESCO),no,90,200,121828_2020-10-20 22:19:11
121828,2020-10-20T22:19:11Z,1,Recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy concerning the Implementation and governance of Permanent Structured Cooperation (PESCO),abstention,137,200,121828_2020-10-20 22:19:11
121828,2020-10-20T22:19:11Z,1,Recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy concerning the Implementation and governance of Permanent Structured Cooperation (PESCO),no_vote,-12,200,121828_2020-10-20 22:19:11
121829,2020-10-20T22:19:11Z,1,Annual implementing report on the EU association agreement with Moldova,yes,554,201,121829_2020-10-20 22:19:11
121829,2020-10-20T22:19:11Z,1,Annual implementing report on the EU association agreement with Moldova,no,70,201,121829_2020-10-20 22:19:11
121829,2020-10-20T22:19:11Z,1,Annual implementing report on the EU association agreement with Moldova,abstention,65,201,121829_2020-10-20 22:19:11
121829,2020-10-20T22:19:11Z,1,Annual implementing report on the EU association agreement with Moldova,no_vote,-14,201,121829_2020-10-20 22:19:11
122255,2020-10-20T22:19:11Z,1,Digital Services Act: adapting commercial and civil law rules for commercial entities operating online,yes,637,202,122255_2020-10-20 22:19:11
122255,2020-10-20T22:19:11Z,1,Digital Services Act: adapting commercial and civil law rules for commercial entities operating online,no,26,202,122255_2020-10-20 22:19:11
122255,2020-10-20T22:19:11Z,1,Digital Services Act: adapting commercial and civil law rules for commercial entities operating online,abstention,28,202,122255_2020-10-20 22:19:11
122255,2020-10-20T22:19:11Z,1,Digital Services Act: adapting commercial and civil law rules for commercial entities operating online,no_vote,-12,202,122255_2020-10-20 22:19:11
122256,2020-10-20T22:19:11Z,1,Digital Services Act and fundamental rights issues posed,yes,566,203,122256_2020-10-20 22:19:11
122256,2020-10-20T22:19:11Z,1,Digital Services Act and fundamental rights issues posed,no,45,203,122256_2020-10-20 22:19:11
122256,2020-10-20T22:19:11Z,1,Digital Services Act and fundamental rights issues posed,abstention,80,203,122256_2020-10-20 22:19:11
122256,2020-10-20T22:19:11Z,1,Digital Services Act and fundamental rights issues posed,no_vote,-12,203,122256_2020-10-20 22:19:11
122257,2020-10-20T22:19:11Z,1,"Framework of ethical aspects of artificial intelligence, robotics and related technologies",yes,559,204,122257_2020-10-20 22:19:11
122257,2020-10-20T22:19:11Z,1,"Framework of ethical aspects of artificial intelligence, robotics and related technologies",no,44,204,122257_2020-10-20 22:19:11
122257,2020-10-20T22:19:11Z,1,"Framework of ethical aspects of artificial intelligence, robotics and related technologies",abstention,88,204,122257_2020-10-20 22:19:11
122257,2020-10-20T22:19:11Z,1,"Framework of ethical aspects of artificial intelligence, robotics and related technologies",no_vote,-12,204,122257_2020-10-20 22:19:11
122258,2020-10-20T22:19:11Z,1,Civil liability regime for artificial intelligence,yes,626,205,122258_2020-10-20 22:19:11
122258,2020-10-20T22:19:11Z,1,Civil liability regime for artificial intelligence,no,25,205,122258_2020-10-20 22:19:11
122258,2020-10-20T22:19:11Z,1,Civil liability regime for artificial intelligence,abstention,40,205,122258_2020-10-20 22:19:11
122258,2020-10-20T22:19:11Z,1,Civil liability regime for artificial intelligence,no_vote,-12,205,122258_2020-10-20 22:19:11
122259,2020-10-20T22:19:11Z,1,Intellectual property rights for the development of artificial intelligence technologies,yes,612,206,122259_2020-10-20 22:19:11
122259,2020-10-20T22:19:11Z,1,Intellectual property rights for the development of artificial intelligence technologies,no,66,206,122259_2020-10-20 22:19:11
122259,2020-10-20T22:19:11Z,1,Intellectual property rights for the development of artificial intelligence technologies,abstention,12,206,122259_2020-10-20 22:19:11
122259,2020-10-20T22:19:11Z,1,Intellectual property rights for the development of artificial intelligence technologies,no_vote,-13,206,122259_2020-10-20 22:19:11
123171,2020-10-21T17:20:08Z,1,"Proposal for a Recommendation to the Council, the Commission and the Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy on relations with Belarus",yes,602,207,123171_2020-10-21 17:20:08
123171,2020-10-21T17:20:08Z,1,"Proposal for a Recommendation to the Council, the Commission and the Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy on relations with Belarus",no,44,207,123171_2020-10-21 17:20:08
123171,2020-10-21T17:20:08Z,1,"Proposal for a Recommendation to the Council, the Commission and the Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy on relations with Belarus",abstention,44,207,123171_2020-10-21 17:20:08
123171,2020-10-21T17:20:08Z,1,"Proposal for a Recommendation to the Council, the Commission and the Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy on relations with Belarus",no_vote,-13,207,123171_2020-10-21 17:20:08
123172,2020-10-21T17:20:08Z,1,"Recommendation to the High Representative and to the Council under Rule 118 in preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options",yes,641,208,123172_2020-10-21 17:20:08
123172,2020-10-21T17:20:08Z,1,"Recommendation to the High Representative and to the Council under Rule 118 in preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options",no,5,208,123172_2020-10-21 17:20:08
123172,2020-10-21T17:20:08Z,1,"Recommendation to the High Representative and to the Council under Rule 118 in preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options",abstention,47,208,123172_2020-10-21 17:20:08
123172,2020-10-21T17:20:08Z,1,"Recommendation to the High Representative and to the Council under Rule 118 in preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options",no_vote,-10,208,123172_2020-10-21 17:20:08
123176,2020-10-22T00:20:17Z,1,Economic policies of the euro area 2020,yes,218,209,123176_2020-10-22 00:20:17
123176,2020-10-22T00:20:17Z,1,Economic policies of the euro area 2020,no,435,209,123176_2020-10-22 00:20:17
123176,2020-10-22T00:20:17Z,1,Economic policies of the euro area 2020,abstention,33,209,123176_2020-10-22 00:20:17
123176,2020-10-22T00:20:17Z,1,Economic policies of the euro area 2020,no_vote,-17,209,123176_2020-10-22 00:20:17
123177,2020-10-22T00:20:17Z,1,Employment and social policies of the euro area 2020,yes,466,210,123177_2020-10-22 00:20:17
123177,2020-10-22T00:20:17Z,1,Employment and social policies of the euro area 2020,no,189,210,123177_2020-10-22 00:20:17
123177,2020-10-22T00:20:17Z,1,Employment and social policies of the euro area 2020,abstention,32,210,123177_2020-10-22 00:20:17
123177,2020-10-22T00:20:17Z,1,Employment and social policies of the euro area 2020,no_vote,-16,210,123177_2020-10-22 00:20:17
124011,2020-10-22T16:33:37Z,1,An EU legal framework to halt and reverse EU-driven global deforestation,yes,377,211,124011_2020-10-22 16:33:37
124011,2020-10-22T16:33:37Z,1,An EU legal framework to halt and reverse EU-driven global deforestation,no,75,211,124011_2020-10-22 16:33:37
124011,2020-10-22T16:33:37Z,1,An EU legal framework to halt and reverse EU-driven global deforestation,abstention,243,211,124011_2020-10-22 16:33:37
124011,2020-10-22T16:33:37Z,1,An EU legal framework to halt and reverse EU-driven global deforestation,no_vote,-8,211,124011_2020-10-22 16:33:37
124013,2020-10-23T12:05:35Z,1,Gender Equality in EU’s foreign and security policy,yes,477,212,124013_2020-10-23 12:05:35
124013,2020-10-23T12:05:35Z,1,Gender Equality in EU’s foreign and security policy,no,112,212,124013_2020-10-23 12:05:35
124013,2020-10-23T12:05:35Z,1,Gender Equality in EU’s foreign and security policy,abstention,94,212,124013_2020-10-23 12:05:35
124013,2020-10-23T12:05:35Z,1,Gender Equality in EU’s foreign and security policy,no_vote,-20,212,124013_2020-10-23 12:05:35
124015,2020-10-23T16:26:39Z,1,Support for strategic plans to be drawn up by Member States under the common agricultural policy (CAP strategic plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) 2021–2027,yes,425,213,124015_2020-10-23 16:26:39
124015,2020-10-23T16:26:39Z,1,Support for strategic plans to be drawn up by Member States under the common agricultural policy (CAP strategic plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) 2021–2027,no,212,213,124015_2020-10-23 16:26:39
124015,2020-10-23T16:26:39Z,1,Support for strategic plans to be drawn up by Member States under the common agricultural policy (CAP strategic plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) 2021–2027,abstention,51,213,124015_2020-10-23 16:26:39
124015,2020-10-23T16:26:39Z,1,Support for strategic plans to be drawn up by Member States under the common agricultural policy (CAP strategic plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) 2021–2027,no_vote,-15,213,124015_2020-10-23 16:26:39
124017,2020-10-23T16:26:39Z,1,"Common agricultural policy (CAP): financing, management and monitoring 2021–2027",yes,434,214,124017_2020-10-23 16:26:39
124017,2020-10-23T16:26:39Z,1,"Common agricultural policy (CAP): financing, management and monitoring 2021–2027",no,185,214,124017_2020-10-23 16:26:39
124017,2020-10-23T16:26:39Z,1,"Common agricultural policy (CAP): financing, management and monitoring 2021–2027",abstention,69,214,124017_2020-10-23 16:26:39
124017,2020-10-23T16:26:39Z,1,"Common agricultural policy (CAP): financing, management and monitoring 2021–2027",no_vote,-15,214,124017_2020-10-23 16:26:39
124019,2020-10-23T16:26:39Z,1,Common agricultural policy (CAP) 2021–2027,yes,463,215,124019_2020-10-23 16:26:39
124019,2020-10-23T16:26:39Z,1,Common agricultural policy (CAP) 2021–2027,no,133,215,124019_2020-10-23 16:26:39
124019,2020-10-23T16:26:39Z,1,Common agricultural policy (CAP) 2021–2027,abstention,92,215,124019_2020-10-23 16:26:39
124019,2020-10-23T16:26:39Z,1,Common agricultural policy (CAP) 2021–2027,no_vote,-15,215,124019_2020-10-23 16:26:39
124723,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two or three of the single events MON 87427, MON 89034, MIR162 and NK603, and repealing Commission Implementing Decision (EU) 2018/1111 pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",yes,483,216,124723_2020-11-11 19:48:59
124723,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two or three of the single events MON 87427, MON 89034, MIR162 and NK603, and repealing Commission Implementing Decision (EU) 2018/1111 pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",no,178,216,124723_2020-11-11 19:48:59
124723,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two or three of the single events MON 87427, MON 89034, MIR162 and NK603, and repealing Commission Implementing Decision (EU) 2018/1111 pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",abstention,25,216,124723_2020-11-11 19:48:59
124723,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two or three of the single events MON 87427, MON 89034, MIR162 and NK603, and repealing Commission Implementing Decision (EU) 2018/1111 pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",no_vote,-18,216,124723_2020-11-11 19:48:59
124724,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified soybean SYHT0H2 (SYN-ØØØH2-5), pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",yes,476,217,124724_2020-11-11 19:48:59
124724,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified soybean SYHT0H2 (SYN-ØØØH2-5), pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",no,186,217,124724_2020-11-11 19:48:59
124724,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified soybean SYHT0H2 (SYN-ØØØH2-5), pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",abstention,24,217,124724_2020-11-11 19:48:59
124724,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified soybean SYHT0H2 (SYN-ØØØH2-5), pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",no_vote,-18,217,124724_2020-11-11 19:48:59
124725,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 87460 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two, three or four of the single events MON 87427, MON 87460, MON 89034, MIR162 and NK603, pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",yes,526,218,124725_2020-11-11 19:48:59
124725,2020-11-11T19:48:59Z,1,"Resolution on the draft Commission implementing decision authorising the placing on the market of products containing, consisting of or produced from genetically modified maize MON 87427 × MON 87460 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two, three or four of the single events MON 87427, MON 87460, MON 89034, MIR162 and NK603, pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council",no,142,218,124725_2020-11-11 19:48:59
